,Artist_Name,Genre,Followers,Album,Release date
422,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Her Loss,2022-11-04
423,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,"Honestly, Nevermind",2022-06-17
424,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Certified Lover Boy,2021-09-03
425,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Dark Lane Demo Tapes,2020-05-01
426,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Care Package,2019-08-02
427,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Scorpion,2018-06-29
428,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,More Life,2017-03-18
429,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Views,2016-05-06
430,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,What A Time To Be Alive,2015-09-20
431,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,If You're Reading This It's Too Late,2015-02-12
432,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Nothing Was The Same (Deluxe),2013-01-01
433,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Nothing Was The Same,2013-01-01
434,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Take Care (Deluxe),2011-11-15
435,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Thank Me Later (Int'l Version),2010-01-01
436,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,Thank Me Later,2010-01-01
437,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80854202,So Far Gone,1905-07-01
438,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,Donda (Deluxe),2021-11-14
439,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,Donda,2021-08-29
440,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,JESUS IS KING,2019-10-25
441,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,KIDS SEE GHOSTS,2018-06-08
442,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,ye,2018-06-01
443,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,The Life Of Pablo,2016-06-10
444,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,Yeezus,2013-06-18
445,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,Watch The Throne (Deluxe),2011-08-12
446,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,Watch The Throne,2011-08-08
447,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,My Beautiful Dark Twisted Fantasy,2010-11-22
448,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,808s & Heartbreak,2008-11-24
449,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,Graduation,2007-09-11
450,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,Late Registration,2005-08-30
451,Kanye West,"['chicago rap', 'hip hop', 'rap']",21613869,The College Dropout,2004-02-10
452,Khalid,"['pop', 'pop r&b']",16134585,Scenic Drive (The Tape),2021-12-03
453,Khalid,"['pop', 'pop r&b']",16134585,Free Spirit,2019-04-05
454,Khalid,"['pop', 'pop r&b']",16134585,Suncity,2018-10-19
455,Khalid,"['pop', 'pop r&b']",16134585,American Teen,2017-04-27
456,Jung Kook,['k-pop'],10508508,3D : The Remixes,2023-10-02
457,Lil Nas X,['lgbtq+ hip hop'],12470306,MONTERO,2021-09-17
458,Lauv,['pop'],6001800,All 4 Nothing,2022-08-05
459,Lauv,['pop'],6001800,~how i'm feeling~,2020-03-06
460,Lauv,['pop'],6001800,~how i'm feeling~ (the extras),2019-12-20
461,Lauv,['pop'],6001800,I met you when I was 18. (the playlist),2018-05-31
462,Lauv,['pop'],6001800,I met you when I was 18. (the extras),2018-05-31
463,LE SSERAFIM,['k-pop girl group'],3264888,UNFORGIVEN,2023-05-01
464,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",33512195,Made In The A.M. (Deluxe Edition),2015-11-13
465,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",33512195,FOUR (Deluxe),2014-11-17
466,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",33512195,Midnight Memories (Deluxe),2013-11-25
467,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",33512195,Take Me Home (Expanded Edition),2012-11-12
468,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",33512195,Up All Night,2012-05-25
469,Olivia Rodrigo,['pop'],29178738,GUTS,2023-09-08
470,Olivia Rodrigo,['pop'],29178738,SOUR,2021-05-21
471,OneRepublic,"['piano rock', 'pop']",16326601,Top Gun: Maverick (Music From The Motion Picture),2022-05-27
472,OneRepublic,"['piano rock', 'pop']",16326601,One Night In Malibu,2022-02-04
473,OneRepublic,"['piano rock', 'pop']",16326601,Human (Deluxe),2021-08-27
474,OneRepublic,"['piano rock', 'pop']",16326601,Oh My My (Deluxe),2016-12-02
475,OneRepublic,"['piano rock', 'pop']",16326601,Oh My My,2016-12-02
476,OneRepublic,"['piano rock', 'pop']",16326601,Native,2014-01-01
477,OneRepublic,"['piano rock', 'pop']",16326601,Waking Up,2009-01-01
478,OneRepublic,"['piano rock', 'pop']",16326601,Waking Up (International Deluxe Version),1905-07-01
479,OneRepublic,"['piano rock', 'pop']",16326601,Dreaming Out Loud (Deluxe),2007-11-20
480,OneRepublic,"['piano rock', 'pop']",16326601,Dreaming Out Loud,2007-11-20
481,5 Seconds of Summer,"['boy band', 'pop']",9690729,The Feeling of Falling Upwards (Live from The Royal Albert Hall),2023-04-14
482,5 Seconds of Summer,"['boy band', 'pop']",9690729,5SOS5,2022-09-23
483,5 Seconds of Summer,"['boy band', 'pop']",9690729,CALM,2020-03-27
484,5 Seconds of Summer,"['boy band', 'pop']",9690729,Meet You There Tour Live,2018-12-21
485,5 Seconds of Summer,"['boy band', 'pop']",9690729,Youngblood (Deluxe),2018-06-15
486,5 Seconds of Summer,"['boy band', 'pop']",9690729,Sounds Good Feels Good (Deluxe),2015-10-23
487,5 Seconds of Summer,"['boy band', 'pop']",9690729,5 Seconds Of Summer (B-Sides And Rarities),2014-06-27
488,5 Seconds of Summer,"['boy band', 'pop']",9690729,5 Seconds Of Summer,2014-06-27
489,5 Seconds of Summer,"['boy band', 'pop']",9690729,LIVESOS,2014-01-01
490,5 Seconds of Summer,"['boy band', 'pop']",9690729,She Looks So Perfect (B-Sides),1905-07-06
491,PSY,"['k-rap', 'korean old school hip hop']",1643494,PSY 9th,2022-04-29
492,PSY,"['k-rap', 'korean old school hip hop']",1643494,PSY 8th 4X2=8,2017-05-10
493,PSY,"['k-rap', 'korean old school hip hop']",1643494,PSY 7TH ALBUM,2015-12-01
494,PSY,"['k-rap', 'korean old school hip hop']",1643494,Psyfive,2010-10-20
495,PSY,"['k-rap', 'korean old school hip hop']",1643494,싸집,2006-07-24
496,PSY,"['k-rap', 'korean old school hip hop']",1643494,Psy From The Psycho World,2005-10-10
497,PSY,"['k-rap', 'korean old school hip hop']",1643494,PSY 2집,2005-10-10
498,PSY,"['k-rap', 'korean old school hip hop']",1643494,REMAKE & MIX No. 18,2005-07-22
499,PSY,"['k-rap', 'korean old school hip hop']",1643494,Psy 3,2002-09-25
500,Paradox,"['desi emo rap', 'desi hip hop', 'desi pop', 'desi trap']",985468,Mtv Hustle 2.0,2023-05-11
501,Paradox,"['desi emo rap', 'desi hip hop', 'desi pop', 'desi trap']",985468,Mtv Hustle 2.0,2023-03-30
502,Paradox,"['desi emo rap', 'desi hip hop', 'desi pop', 'desi trap']",985468,Overthink,2022-09-25
503,Christina Perri,['pop'],3703751,songs for pixie,2023-10-20
504,Christina Perri,['pop'],3703751,a lighter shade of blue,2022-07-15
505,Christina Perri,['pop'],3703751,songs for rosie,2021-11-24
506,Christina Perri,['pop'],3703751,songs for carmella: lullabies & sing-a-longs,2019-01-17
507,Christina Perri,['pop'],3703751,head or heart,2014-03-28
508,Christina Perri,['pop'],3703751,a very merry perri christmas (extra presents),2012-10-16
509,Christina Perri,['pop'],3703751,lovestrong.,2011-05-10
510,RM,['k-rap'],15207474,Indigo,2022-12-02
511,RM,['k-rap'],15207474,mono.,2018-10-23
512,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Black Panther: Wakanda Forever - Music From and Inspired By,2022-11-11
513,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,ANTI (Deluxe),2016-01-28
514,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,ANTI,2016-01-28
515,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Unapologetic (Deluxe),2012-12-11
516,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Unapologetic,2012-12-11
517,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Talk That Talk (Deluxe),2012-07-18
518,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Talk That Talk,2011-11-19
519,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Loud,2010-11-16
520,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Rated R: Remixed,2010-05-08
521,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Loud (Japan Version),2010-01-01
522,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Rated R,2009-11-20
523,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Good Girl Gone Bad: The Remixes,2009-01-01
524,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Good Girl Gone Bad: Reloaded,2008-06-02
525,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,A Girl Like Me,2006-04-10
526,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",57984928,Music Of The Sun,2005-08-29
527,Ritviz,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",1268559,Mimmi,2022-09-02
528,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,5-STAR,2023-06-02
529,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,THE SOUND,2023-02-22
530,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,SKZ-REPLAY,2022-12-21
531,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,MAXIDENT,2022-10-07
532,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,ODDINARY,2022-03-18
533,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,SKZ2021,2021-12-23
534,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,NOEASY,2021-08-23
535,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,ALL IN,2020-10-27
536,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,IN LIFE,2020-09-14
537,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,GO LIVE,2020-06-17
538,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,Clé : LEVANTER,2019-12-09
539,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,Clé 2 : Yellow Wood,2019-06-19
540,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,Clé 1 : MIROH,2019-03-25
541,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,I am YOU,2018-10-22
542,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,I am WHO,2018-08-06
543,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,I am NOT,2018-03-26
544,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",13025996,Mixtape,2018-01-08
545,Travis Scott,"['hip hop', 'rap', 'slap house']",24715376,UTOPIA,2023-07-28
546,Travis Scott,"['hip hop', 'rap', 'slap house']",24715376,JACKBOYS,2019-12-27
547,Travis Scott,"['hip hop', 'rap', 'slap house']",24715376,ASTROWORLD,2018-08-03
548,Travis Scott,"['hip hop', 'rap', 'slap house']",24715376,"Huncho Jack, Jack Huncho",2017-12-21
549,Travis Scott,"['hip hop', 'rap', 'slap house']",24715376,Birds In The Trap Sing McKnight,2016-09-16
550,Travis Scott,"['hip hop', 'rap', 'slap house']",24715376,Rodeo,2015-09-04
551,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Everyday Is Christmas (Snowman Deluxe Edition),2022-12-30
552,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Music (Songs From And Inspired By The Motion Picture),2021-02-12
553,Sia,"['australian dance', 'australian pop', 'pop']",27021516,"LABRINTH, SIA & DIPLO PRESENT... LSD",2019-04-12
554,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Everyday Is Christmas (Deluxe Edition),2018-11-01
555,Sia,"['australian dance', 'australian pop', 'pop']",27021516,This Is Acting (Deluxe Version),2016-10-21
556,Sia,"['australian dance', 'australian pop', 'pop']",27021516,This Is Acting,2016-02-18
557,Sia,"['australian dance', 'australian pop', 'pop']",27021516,1000 Forms Of Fear (Deluxe Version),2015-05-04
558,Sia,"['australian dance', 'australian pop', 'pop']",27021516,1000 Forms Of Fear,2014-07-04
559,Sia,"['australian dance', 'australian pop', 'pop']",27021516,We Are Born,2010-06-18
560,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Live from Sydney,2009-01-01
561,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Some People Have REAL Problems,2008-01-01
562,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Lady Croissant (Live),2007-01-01
563,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Colour The Small One (Deluxe Edition),2004-01-01
564,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Colour The Small One,2004-01-01
565,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Healing is Difficult (10th Anniversary Edition) (Deluxe),1905-06-25
566,Sia,"['australian dance', 'australian pop', 'pop']",27021516,Healing Is Difficult (10th Anniversary Edition),1905-06-25
567,Harry Styles,['pop'],29809032,Harry's House,2022-05-20
568,Harry Styles,['pop'],29809032,Fine Line,2019-12-13
569,Harry Styles,['pop'],29809032,Harry Styles,2017-05-12
570,Sabrina Carpenter,['pop'],6194060,emails i can’t send fwd:,2023-03-17
571,Sabrina Carpenter,['pop'],6194060,emails i can't send,2022-07-15
572,Sabrina Carpenter,['pop'],6194060,Singular Act II,2019-07-19
573,Sabrina Carpenter,['pop'],6194060,Singular Act I,2018-11-09
574,Sabrina Carpenter,['pop'],6194060,EVOLution,2016-10-14
575,Sabrina Carpenter,['pop'],6194060,Eyes Wide Open,2015-04-14
576,Troye Sivan,"['australian pop', 'pop', 'viral pop']",7949645,Something To Give Each Other,2023-10-13
577,Troye Sivan,"['australian pop', 'pop', 'viral pop']",7949645,Bloom,2018-08-31
578,Troye Sivan,"['australian pop', 'pop', 'viral pop']",7949645,Blue Neighbourhood (The Remixes),2016-11-18
579,Troye Sivan,"['australian pop', 'pop', 'viral pop']",7949645,Blue Neighbourhood (Deluxe),2015-12-09
580,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",8850907,The Name Chapter: FREEFALL,2023-10-13
581,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",8850907,SWEET,2023-07-04
582,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",8850907,The Chaos Chapter: FIGHT OR ESCAPE,2021-08-17
583,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",8850907,The Chaos Chapter: FREEZE,2021-05-31
584,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",8850907,STILL DREAMING,2021-01-19
585,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",8850907,The Dream Chapter: MAGIC,2019-10-21
586,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Starboy (Deluxe),2023-03-14
587,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Live At SoFi Stadium,2023-03-03
588,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Avatar: The Way of Water (Original Motion Picture Soundtrack),2022-12-15
589,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Dawn FM (Alternate World),2022-01-07
590,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Dawn FM,2022-01-06
591,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,After Hours (Deluxe),2020-03-20
592,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,After Hours,2020-03-20
593,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,"My Dear Melancholy,",2018-03-30
594,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Starboy,2016-11-25
595,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Beauty Behind The Madness,2015-08-28
596,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Kiss Land (Deluxe),2013-09-10
597,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Kiss Land,2013-09-10
598,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Trilogy,2012-11-13
599,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Echoes Of Silence (Original),2011-12-21
600,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,Thursday (Original),2011-08-18
601,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",73275053,House Of Balloons (Original),2011-03-21
